36b8012627d26822c46b9f419e6c2b49	丁骨牛排	jpg	400		b0d3dd92bd50126c672e8aa09296c39f	3dcc39682be6d0a40b603b04cb7c7342									
69f5ae8063e900ac635502ea08357bab	沙朗牛排	jpg	300		b0d3dd92bd50126c672e8aa09296c39f	3dcc39682be6d0a40b603b04cb7c7342									
c167f9d058125ac84af5aeab6095ac87	牛小排	jpg	300		b0d3dd92bd50126c672e8aa09296c39f	3dcc39682be6d0a40b603b04cb7c7342									
94b2846c3a414a5f8a0b497ab274d3e9	嫩肩牛排	jpg	400		b0d3dd92bd50126c672e8aa09296c39f	3dcc39682be6d0a40b603b04cb7c7342									
efad84b8870edff348cc57de23125d98	豬排	jpg	250		b0d3dd92bd50126c672e8aa09296c39f										
ef2fd9c051a7bebc2f8b0fec53208439	雞排	JPG	250		b0d3dd92bd50126c672e8aa09296c39f										
ec60e0188d0fb44349f032f77df3b60e	蒾苵香雞腿排	jpg	300		b0d3dd92bd50126c672e8aa09296c39f										
fc997235612ea3b53110882c56518ef6	彩椒鮮疏披薩	jpg	80		d9b5ec8d83166fb62c00a22edc7a17e4										
4e9b291f4d9842cf05347cd3684f5003	田園香腸披薩	jpg	80		d9b5ec8d83166fb62c00a22edc7a17e4										
41da621a113a33c41a502e065f9a6d4e	勁辣培根披薩	jpg	80		d9b5ec8d83166fb62c00a22edc7a17e4										
286c043f70a305e73d7f68ed5c05b2ca	青椒雞肉披薩	jpg	80		d9b5ec8d83166fb62c00a22edc7a17e4										
32a7d52f6a648644f1ba9ca1f4847d18	義式蕃茄披薩	jpg	80		d9b5ec8d83166fb62c00a22edc7a17e4										
aa1ecd8813c9bbdb1675f152a21d4b90	冰淇淋鬆餅	jpg	120		4f9f1b8201f61b31eec61762fb3081c8										
7bdf22a82be7216f91c3751520875a07	草莓鬆餅	jpg	100		4f9f1b8201f61b31eec61762fb3081c8										
07dfa8206d40943b38049bc8b9e9fd2a	水果鬆餅	jpg	100		4f9f1b8201f61b31eec61762fb3081c8										
51051ce47877b7e71846600847ab3a2b	藍莓鬆餅	jpg	80		4f9f1b8201f61b31eec61762fb3081c8										
8a5f3af5f39ab3e200e3401b3d0af7a8	杏仁鮮奶油鬆餅	jpg	80		4f9f1b8201f61b31eec61762fb3081c8										
b49376cf82c99372f4d933625228a37c	美式咖啡	jpg	70		365e522366b786d426a06ca46612534e										
c1beb0e37efd3fb23ad440f324207146	卡布奇諾	jpg	70		365e522366b786d426a06ca46612534e										
d6d944a1515281744eb83a28d2efb473	拿鐵	jpg	70		365e522366b786d426a06ca46612534e										
140ce57d7dc995910a445e8eaae130fb	焦糖瑪奇朵	jpg	80		365e522366b786d426a06ca46612534e										
f1a22ea627eaf2d621bd75c7930c7c79	摩卡	jpg	70		365e522366b786d426a06ca46612534e										
558c0cd2b7fa0c033f970aaa8acae38e	檸檬紅茶	jpg	50		a2345aaafb1d181de354f5def6506033	d184a24e464456442b6c0bdad3430383									
df9be95fc2268562a98db94e75c986f8	日式綠茶	jpg	50		a2345aaafb1d181de354f5def6506033	d184a24e464456442b6c0bdad3430383									
b40c4666b990a17e3a3272c21c7d03cf	四季春茶	jpg	50		a2345aaafb1d181de354f5def6506033	d184a24e464456442b6c0bdad3430383									
37e07e27a8c7c23d86c484a98e94c621	奶茶	jpg	50		a2345aaafb1d181de354f5def6506033	d184a24e464456442b6c0bdad3430383									
550e227919da728aa25c2308b44d02b1	玫瑰花茶	jpg	50		a2345aaafb1d181de354f5def6506033	d184a24e464456442b6c0bdad3430383									
9c9eaae05a740458dc4605af10334ccc	水果茶	JPG	60		a2345aaafb1d181de354f5def6506033	d184a24e464456442b6c0bdad3430383									
bbd530869cc1ef72400e76daf3590c05	雪碧	jpg	60		1f344b999fa95ae06e667cc1ee7fed55	13a5efb47512440a240957a82c78d8e5									
3c7d88653d604b60a700e6b8125502a4	可口可樂	jpg	60		1f344b999fa95ae06e667cc1ee7fed55	13a5efb47512440a240957a82c78d8e5									
8699802f4c8982b8bbfee0fad8e908e8	芬達橘子汽水	jpg	60		1f344b999fa95ae06e667cc1ee7fed55	13a5efb47512440a240957a82c78d8e5									
37465e28b310b239a4728090a3eb40e5	黑松沙士	jpg	60		1f344b999fa95ae06e667cc1ee7fed55	13a5efb47512440a240957a82c78d8e5									
e76c79196fbb471f9176afa1238b43f5	麥克雞塊	JPG	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
bd12df6b557befe163db128bc3305cb6	薯條	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
a6a37606339ee2b15a0be7ddbc3dd2c1	洋蔥圈	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
5fe4af9e614782c1bec91b085957c47a	雞米花	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
cbf7274e4b30a62de19f51f387909ce4	檸檬雞柳	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
3b71c76f808810e34b8c02cfbb0fd6e3	炸豆腐	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
5ec491eb0536df4b600e11f004980192	可樂餅	jpg	30		4b6acdd69ea51af3d61819f7fc099b5b	3e17adc7fab4cd878a88d08835f4a3d5									
d3b7c84283521be6899400ff6f6294e3	鮮奶巧克力聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
3e87310d6ba571c5afb0999b222a74ae	花生巧克力聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
420d9c3d609969d4ee20ef742a2e58bc	霜淇淋聖代	jpg	60		0c60f150839ac565c8579d4cddedad7c										
d12d5b9c1e31763bced0640785e0727d	草莓聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
0a9adc6fcbcc02121bdf715a723f29e9	櫻桃聖代	jpg	80		0c60f150839ac565c8579d4cddedad7c										
559a63f69b7a6a5baf1129b295c2e562	拉拉熊聖代	jpg	100		0c60f150839ac565c8579d4cddedad7c										